tail_num,build,age
N231WN,2006,14
N232WN,2006,14
N233LV,2006,14
N234WN,2006,14
N235WN,2006,14
N236WN,2006,14
N237WN,2006,14
N238WN,2005,15
N239WN,2006,14
N240WN,2006,14
N241WN,2006,14
N242WN,2006,14
N243WN,2006,14
N244WN,2006,14
N245WN,2008,12
N246LV,2006,14
N247WN,2006,14
N248WN,2006,14
N249WN,2006,14
N250WN,2006,14
N251WN,2006,14
N252WN,2006,14
N253WN,2006,14
N254WN,2006,14
N255WN,2006,14
N256WN,2008,12
N257WN,2006,14
N258WN,2006,14
N259WN,2006,14
N260WN,2006,14
N261WN,2006,14
N262WN,2006,14
N263WN,2007,13
N264LV,2007,13
N265WN,2007,13
N266WN,2007,13
N267WN,2007,13
N268WN,2007,13
N269WN,2007,13
N270WN,1998,22
N271LV,2008,12
N272WN,2007,13
N273WN,2007,13
N274WN,2007,13
N275WN,2007,13
N276WN,2007,13
N277WN,2007,13
N278WN,2007,13
N279WN,2007,13
N280WN,2007,13
N281WN,2007,13
N282WN,2007,13
N283WN,2007,13
N284WN,2007,13
N285WN,2007,13
N286WN,2004,16
N287WN,2007,13
N288WN,2007,13
N289CT,2007,13
N290WN,2007,13
N291WN,2008,12
N292WN,2007,13
N293WN,2007,13
N294WN,2007,13
N295WN,2007,13
N296WN,2007,13
N297WN,2007,13
N298WN,2008,12
N299WN,2008,12
N400WN,2001,19
N401WN,2001,19
N402WN,2001,19
N403WN,2001,19
N404WN,2001,19
N405WN,2001,19
N406WN,2001,19
N407WN,2001,19
N408WN,2001,19
N409WN,2001,19
N410WN,2001,19
N411WN,2001,19
N412WN,2001,19
N413WN,2001,19
N414WN,2001,19
N415WN,2001,19
N416WN,2001,19
N417WN,2001,19
N418WN,2001,19
N419WN,2001,19
N420WN,2001,19
N421LV,2001,19
N422WN,2002,18
N423WN,2002,18
N424WN,2002,18
N425LV,2002,18
N426WN,2002,18
N427WN,2002,18
N428WN,2002,18
N429WN,2002,18
N430WN,2002,18
N431WN,2002,18
N432WN,2003,17
N433LV,2003,17
N434WN,2003,17
N435WN,2003,17
N436WN,2003,17
N437WN,2003,17
N438WN,2003,17
N439WN,2003,17
N440LV,2003,17
N441WN,2003,17
N442WN,2003,17
N443WN,2003,17
N444WN,2003,17
N445WN,2003,17
N446WN,2003,17
N447WN,2003,17
N448WN,2003,17
N449WN,2003,17
N450WN,2004,16
N451WN,2004,16
N452WN,2004,16
N453WN,2004,16
N454WN,2004,16
N455WN,2004,16
N456WN,2004,16
N457WN,2004,16
N458WN,2004,16
N459WN,2004,16
N460WN,2004,16
N461WN,2004,16
N462WN,2004,16
N463WN,2004,16
N464WN,2004,16
N465WN,2004,16
N466WN,2004,16
N467WN,2004,16
N468WN,2004,16
N469WN,2008,12
N470WN,2004,16
N472WN,2004,16
N473WN,2004,16
N474WN,2008,12
N475WN,2004,16
N476WN,2004,16
N477WN,2004,16
N478WN,2004,16
N479WN,2004,16
N480WN,2004,16
N481WN,2004,16
N482WN,2004,16
N483WN,2004,16
N484WN,2004,16
N485WN,2004,16
N486WN,2004,16
N487WN,2004,16
N488WN,2004,16
N489WN,2004,16
N490WN,2004,16
N491WN,2004,16
N492WN,2004,16
N493WN,2004,16
N494WN,2004,16
N495WN,2004,16
N496WN,2004,16
N497WN,2004,16
N498WN,2005,15
N499WN,2005,15
N500WR,2014,6
N550WN,2001,19
N551WN,2001,19
N552WN,2002,18
N553WN,2002,18
N554WN,2002,18
N555LV,2011,9
N556WN,2011,9
N557WN,2000,20
N558WN,2002,18
N559WN,2002,18
N560WN,2000,20
N561WN,2003,17
N562WN,2000,20
N563WN,2002,18
N564WN,2008,12
N565WN,2002,18
N566WN,2002,18
N567WN,2002,18
N568WN,2001,19
N569WN,2002,18
N570WN,2002,18
N700GS,1997,23
N701GS,1997,23
N703SW,2008,12
N704SW,1998,22
N705SW,1998,22
N706SW,1998,22
N707SA,2008,12
N708SW,1998,22
N709SW,1998,22
N710SW,1998,22
N711HK,1998,22
N712SW,1998,22
N713SW,1998,22
N714CB,1998,22
N715SW,1998,22
N716SW,1998,22
N717SA,1998,22
N718SW,1998,22
N719SW,1998,22
N720WN,1998,22
N723SW,1999,21
N724SW,1999,21
N725SW,1999,21
N726SW,1999,21
N727SW,1999,21
N728SW,1999,21
N729SW,1999,21
N730SW,1999,21
N731SA,1999,21
N732SW,1999,21
N733SA,1999,21
N734SA,1999,21
N735SA,1999,21
N736SA,1999,21
N737JW,1999,21
N738CB,1999,21
N739GB,1998,22
N740SW,2008,12
N741SA,1998,22
N742SW,1998,22
N743SW,1998,22
N744SW,1999,21
N745SW,1999,21
N746SW,1999,21
N747SA,1999,21
N748SW,1999,21
N749SW,1999,21
N750SA,1999,21
N751SW,2008,12
N752SW,1999,21
N754SW,1999,21
N755SA,1999,21
N756SA,2008,12
N757LV,1999,21
N758SW,1999,21
N759GS,2008,12
N760SW,2000,20
N761RR,2008,12
N762SW,2000,20
N763SW,2000,20
N764SW,2008,12
N765SW,2000,20
N766SW,2008,12
N767SW,2008,12
N768SW,2000,20
N769SW,2000,20
N7701B,2008,12
N7702A,2004,16
N7703A,2004,16
N7704B,2004,16
N7705A,2008,12
N7706A,2004,16
N7707C,2004,16
N7708E,2004,16
N7709A,2005,15
N770SA,2000,20
N7710A,2005,15
N7711N,2005,15
N7712G,2005,15
N7713A,2005,15
N7714B,2004,16
N7715E,2005,15
N7716A,2005,15
N7717D,2005,15
N7718B,2005,15
N7719A,2005,15
N771SA,2000,20
N7720F,2006,14
N7721E,2006,14
N7722B,2006,14
N7723E,2006,14
N7724A,2009,11
N7725A,2006,14
N7726A,2006,14
N7727A,2006,14
N7728D,2006,14
N7729A,2006,14
N772SW,2000,20
N7730A,2006,14
N7731A,2006,14
N7732A,2006,14
N7733B,2006,14
N7734H,2006,14
N7735A,2006,14
N7736A,2006,14
N7737E,2006,14
N7738A,2006,14
N7739A,2006,14
N773SA,2000,20
N7740A,2007,13
N7741C,2007,13
N7742B,2007,13
N7743B,2008,12
N7744A,2008,12
N7745A,2007,13
N7746C,2007,13
N7747C,2007,13
N7748A,2007,13
N7749B,2009,11
N774SW,2000,20
N7750A,2008,12
N7751A,2008,12
N7752B,2008,12
N775SW,2000,20
N776WN,2000,20
N777QC,2000,20
N778SW,2000,20
N779SW,2000,20
N780SW,2000,20
N7811F,2008,12
N7812G,2008,12
N7813P,2001,19
N7814B,2001,19
N7815L,2003,17
N7816B,2008,12
N7817J,2000,20
N7818L,1999,21
N7819A,2002,18
N781WN,2000,20
N7820L,2002,18
N7821L,2003,17
N7822A,2001,19
N7823A,2003,17
N7824A,2001,19
N7825A,2003,17
N7826B,2003,17
N7827A,2003,17
N7828A,2003,17
N7829B,2003,17
N782SA,2000,20
N7830A,2008,12
N7831B,2003,17
N7832A,2003,17
N7833A,2003,17
N7834A,2004,16
N7835A,2005,15
N7836A,1999,21
N7837A,2003,17
N7838A,2000,20
N7839A,2001,19
N783SW,2000,20
N7840A,2000,20
N7841A,2008,12
N7842A,2000,20
N7843A,2006,14
N7844A,2007,13
N7845A,2006,14
N7846A,2007,13
N7847A,2005,15
N7848A,2005,15
N7849A,2006,14
N784SW,2000,20
N7850B,2001,19
N7851A,2001,19
N7852A,2006,14
N7853B,2001,19
N7854B,2006,14
N7855A,2005,15
N7856A,2001,19
N7857B,2005,15
N7858A,2005,15
N7859B,2002,18
N785SW,2000,20
N7860A,2005,15
N7861J,2005,15
N7862A,2005,15
N7863A,2002,18
N7864B,2001,19
N7865A,2002,18
N7866A,2002,18
N7867A,2008,12
N7868K,2001,19
N7869A,2006,14
N786SW,2000,20
N7873A,2004,16
N7874B,2004,16
N7875A,2004,16
N7876A,2004,16
N7877H,2005,15
N7878A,2005,15
N7879A,2005,15
N787SA,2000,20
N7880D,2008,12
N7881A,2008,12
N7882B,2008,12
N7883A,2008,12
N7884G,2008,12
N7885A,2002,18
N7886A,2007,13
N7887A,2007,13
N7888A,2007,13
N7889A,2005,15
N788SA,2000,20
N789SW,2000,20
N790SW,2000,20
N791SW,2000,20
N792SW,2000,20
N793SA,2001,19
N794SW,2001,19
N795SW,2001,19
N796SW,2001,19
N797MX,2001,19
N798SW,1998,22
N799SW,2008,12
N8301J,2012,8
N8302F,2012,8
N8303R,2008,12
N8305E,2012,8
N8306H,2012,8
N8307K,2012,8
N8308K,2012,8
N8309C,2012,8
N8310C,2012,8
N8311Q,2012,8
N8312C,2012,8
N8313F,2012,8
N8314L,2012,8
N8315C,2012,8
N8316H,2012,8
N8317M,2012,8
N8318F,2008,12
N8319F,2012,8
N8320J,2012,8
N8321D,2012,8
N8322X,2012,8
N8323C,2012,8
N8324A,2012,8
N8325D,2012,8
N8326F,2008,12
N8327A,2012,8
N8328A,2012,8
N8329B,2012,8
N8501V,2016,4
N8502Z,2016,4
N8503A,2016,4
N8504G,2016,4
N8507C,2016,4
N8508W,2016,4
N8509U,2016,4
N8510E,2016,4
N8511K,2016,4
N8512U,2016,4
N8513F,2016,4
N8514F,2016,4
N8515X,2016,4
N8517F,2016,4
N8518R,2016,4
N8519R,2017,3
N8520Q,2017,3
N8522P,2017,3
N8523W,2017,3
N8524Z,2017,3
N8525S,2017,3
N8526W,2017,3
N8527Q,2017,3
N8528Q,2017,3
N8529Z,2017,3
N8530W,2017,3
N8531Q,2017,3
N8532S,2017,3
N8533S,2017,3
N8534Z,2017,3
N8535S,2017,3
N8536Z,2017,3
N8537Z,2017,3
N8538V,2017,3
N8539V,2017,3
N8540V,2017,3
N8541W,2017,3
N8542Z,2017,3
N8543Z,2017,3
N8544Z,2017,3
N8545V,2017,3
N8546V,2017,3
N8547V,2017,3
N8548P,2017,3
N8549Z,2017,3
N8550Q,2017,3
N8551Q,2017,3
N8552Z,2017,3
N8553W,2017,3
N8554X,2017,3
N8555Z,2017,3
N8556Z,2017,3
N8557Q,2017,3
N8558Z,2017,3
N8559Q,2018,2
N8560Z,2018,2
N8561Z,2018,2
N8562Z,2018,2
N8563Z,2018,2
N8564Z,2018,2
N8565Z,2018,2
N8566Z,2018,2
N8567Z,2018,2
N8568Z,2018,2
N8569Z,2018,2
N8570W,2018,2
N8571Z,2018,2
N8572X,2018,2
N8573Z,2018,2
N8574Z,2018,2
N8575Z,2018,2
N8576Z,2018,2
N8577Z,2018,2
N8578Q,2018,2
N8579Z,2018,2
N8580Z,2018,2
N8581Z,2018,2
N8582Z,2018,2
N8583Z,2018,2
N8584Z,2018,2
N8600F,2012,8
N8601C,2012,8
N8602F,2008,12
N8603F,2012,8
N8604K,2012,8
N8605E,2012,8
N8606C,2008,12
N8607M,2013,7
N8608N,2013,7
N8609A,2013,7
N8610A,2013,7
N8611F,2013,7
N8612K,2008,12
N8613K,2008,12
N8614M,2013,7
N8615E,2013,7
N8616C,2013,7
N8617E,2013,7
N8618N,2013,7
N8619F,2013,7
N8620H,2013,7
N8621A,2013,7
N8622A,2013,7
N8623F,2013,7
N8624J,2014,6
N8625A,2014,6
N8626B,2014,6
N8627B,2014,6
N8628A,2014,6
N8629A,2014,6
N8630B,2014,6
N8631A,2014,6
N8632A,2014,6
N8633A,2014,6
N8634A,2014,6
N8635F,2014,6
N8637A,2014,6
N8638A,2014,6
N8639B,2014,6
N8640D,2014,6
N8641B,2014,6
N8642E,2014,6
N8643A,2014,6
N8644C,2014,6
N8645A,2014,6
N8646B,2014,6
N8647A,2014,6
N8648A,2014,6
N8649A,2014,6
N8650F,2014,6
N8651A,2014,6
N8652B,2014,6
N8653A,2014,6
N8654B,2014,6
N8655D,2014,6
N8656B,2014,6
N8657B,2015,5
N8658A,2015,5
N8659D,2015,5
N8660A,2015,5
N8661A,2015,5
N8662F,2015,5
N8663A,2015,5
N8664J,2015,5
N8665D,2015,5
N8667D,2015,5
N8668A,2015,5
N8669B,2015,5
N8670A,2015,5
N8671D,2015,5
N8672F,2015,5
N8673F,2015,5
N8674B,2015,5
N8675A,2015,5
N8676A,2015,5
N8677A,2016,4
N8678E,2016,4
N8679A,2016,4
N8680C,2008,12
N8681M,2016,4
N8682B,2008,12
N8683D,2016,4
N8684F,2016,4
N8685B,2016,4
N8686A,2016,4
N8687A,2016,4
N8688J,2016,4
N8689C,2016,4
N8690A,2016,4
N8691A,2016,4
N8692F,2016,4
N8693A,2016,4
N8694E,2016,4
N8695D,2016,4
N8696E,2016,4
N8697C,2016,4
N8698B,2016,4
N8699A,2016,4
N8701Q,2015,5
N8702L,2018,2
N8704Q,2016,4
N8705Q,2017,3
N8706W,2017,3
N8707P,2008,12
N8708Q,2017,3
N8709Q,2017,3
N8710M,2017,3
N8711Q,2017,3
N8712L,2017,3
N8713M,2017,3
N8714Q,2017,3
N8715Q,2017,3
N8716B,2017,3
N8717M,2018,2
N8718Q,2018,2
N8719Q,2018,2
N8720L,2018,2
N8721J,2018,2
N8722L,2018,2
N8723Q,2018,2
N8724J,2018,2
N8725L,2018,2
N8726H,2018,2
N8727M,2018,2
N8728Q,2018,2
N8729H,2018,2
N8730Q,2018,2
N8731J,2018,2
N8732S,2008,12
N8733M,2019,1
N8734Q,2019,1
N8735L,2019,1
N900WN,2007,13
N901WN,2007,13
N902WN,2007,13
N903WN,2007,13
N904WN,2008,12
N905WN,2008,12
N906WN,2008,12
N907WN,2008,12
N908WN,2008,12
N909WN,2008,12
N910WN,2008,12
N912WN,2008,12
N913WN,2008,12
N914WN,2008,12
N915WN,2008,12
N916WN,2008,12
N917WN,2008,12
N918WN,2008,12
N919WN,2008,12
N920WN,2008,12
N921WN,2008,12
N922WN,2008,12
N923WN,2008,12
N924WN,2008,12
N925WN,2008,12
N926WN,2008,12
N927WN,2008,12
N928WN,2008,12
N929WN,2008,12
N930WN,2009,11
N931WN,2009,11
N932WN,2009,11
N933WN,2009,11
N934WN,2009,11
N935WN,2009,11
N936WN,2009,11
N937WN,2008,12
N938WN,2009,11
N939WN,2009,11
N940WN,2009,11
N941WN,2009,11
N942WN,2009,11
N943WN,2010,10
N944WN,2010,10
N945WN,2010,10
N946WN,2010,10
N947WN,2010,10
N948WN,2010,10
N949WN,2010,10
N950WN,2010,10
N951WN,2010,10
N952WN,2010,10
N953WN,2010,10
N954WN,2011,9
N955WN,2011,9
N956WN,2011,9
N957WN,2011,9
N958WN,2011,9
N959WN,2011,9
N960WN,2011,9
N961WN,2011,9
N962WN,2011,9
N963WN,2011,9
N964WN,2011,9
N965WN,2011,9
N966WN,2011,9
N967WN,2011,9
N968WN,2011,9
N969WN,2011,9
N201FR,2008,12
N202FR,2008,12
N203FR,2016,4
N205FR,2010,10
N206FR,2010,10
N207FR,2010,10
N210FR,2011,9
N211FR,2011,9
N213FR,2011,9
N216FR,2011,9
N218FR,2016,4
N219FR,2016,4
N220FR,2013,7
N221FR,2016,4
N223FR,2016,4
N227FR,2014,6
N228FR,2013,7
N229FR,2013,7
N230FR,2015,5
N232FR,2015,5
N233FR,2016,4
N235FR,2016,4
N236FR,2016,4
N238FR,2016,4
N301FR,2016,4
N303FR,2016,4
N304FR,2016,4
N305FR,2016,4
N307FR,2017,3
N308FR,2017,3
N309FR,2016,4
N310FR,2017,3
N311FR,2017,3
N312FR,2017,3
N313FR,2017,3
N316FR,2017,3
N317FR,2017,3
N318FR,2017,3
N322FR,2017,3
N323FR,2017,3
N324FR,2017,3
N326FR,2018,2
N328FR,2018,2
N329FR,2018,2
N330FR,2018,2
N331FR,2018,2
N332FR,2016,4
N334FR,2018,2
N335FR,2018,2
N336FR,2018,2
N337FR,2018,2
N338FR,2018,2
N339FR,2018,2
N341FR,2018,2
N342FR,2018,2
N343FR,2018,2
N344FR,2018,2
N346FR,2019,1
N347FR,2019,1
N348FR,2019,1
N349FR,2019,1
N350FR,2019,1
N351FR,2019,1
N352FR,2019,1
N353FR,2019,1
N354FR,2019,1
N356FR,2019,1
N358FR,2019,1
N359FR,2019,1
N360FR,2019,1
N361FR,2019,1
N362FR,2019,1
N363FR,2019,1
N364FR,2019,1
N365FR,2019,1
N701FR,2015,5
N702FR,2015,5
N704FR,2015,5
N705FR,2015,5
N706FR,2015,5
N708FR,2015,5
N709FR,2016,4
N710FR,2016,4
N711FR,2016,4
N712FR,2016,4
N713FR,2016,4
N714FR,2016,4
N715FR,2016,4
N716FR,2017,3
N717FR,2016,4
N718FR,2017,3
N719FR,2017,3
N720FR,2017,3
N721FR,2017,3
N722FR,2018,2
N723FR,2018,2
N902FR,2016,4
N910FR,2002,18
N919FR,2016,4
N920FR,2016,4
N922FR,2016,4
N923FR,2016,4
N926FR,2016,4
N927FR,2016,4
N938FR,2005,15
N939FR,2005,15
N941FR,2005,15
N943FR,2005,15
N947FR,2016,4
N948FR,2016,4
N949FR,2006,14
N951FR,2016,4
N952FR,2016,4
N953FR,2016,4
N999FR,2016,4
N202HA,2017,3
N204HA,2017,3
N205HA,2018,2
N208HA,2018,2
N209HA,2018,2
N212HA,2018,2
N213HA,2018,2
N214HA,2018,2
N215HA,2011,9
N216HA,2018,2
N217HA,2018,2
N218HA,2019,1
N220HA,2019,1
N223HA,2019,1
N226HA,2019,1
N227HA,2019,1
N228HA,2019,1
N360HA,2016,4
N361HA,2017,3
N370HA,2014,6
N373HA,2014,6
N374HA,2014,6
N375HA,2015,5
N378HA,2015,5
N379HA,2015,5
N380HA,2010,10
N381HA,2010,10
N382HA,2010,10
N383HA,2011,9
N384HA,2011,9
N385HA,2012,8
N386HA,2012,8
N388HA,2012,8
N389HA,2011,9
N390HA,2013,7
N391HA,2013,7
N392HA,2013,7
N393HA,2011,9
N395HA,2013,7
N396HA,2014,6
N399HA,2014,6
N475HA,2001,19
N476HA,2001,19
N477HA,2001,19
N478HA,2001,19
N479HA,2001,19
N480HA,2001,19
N481HA,2011,9
N483HA,2001,19
N484HA,2011,9
N485HA,2001,19
N486HA,2001,19
N487HA,2001,19
N488HA,1998,22
N489HA,1998,22
N490HA,2000,20
N491HA,2003,17
N492HA,2004,16
N493HA,2005,15
N494HA,2004,16
N495HA,2004,16
N580HA,2011,9
N581HA,2011,9
N582HA,2011,9
N583HA,2011,9
N588HA,2011,9
N590HA,2011,9
N592HA,2011,9
N594HA,2011,9
N202PS,2003,17
N206PS,2003,17
N207PS,2003,17
N209PS,2010,10
N213PS,2003,17
N215PS,2003,17
N216PS,2010,10
N218PS,2003,17
N220PS,2010,10
N221PS,2004,16
N226JS,2004,16
N228PS,2010,10
N229PS,2004,16
N230PS,2010,10
N237PS,2004,16
N241PS,2010,10
N242JS,2010,10
N244PS,2004,16
N245PS,2004,16
N247JS,2004,16
N248PS,2004,16
N249PS,2004,16
N250PS,2004,16
N251PS,2004,16
N253PS,2004,16
N254PS,2004,16
N256PS,2004,16
N257PS,2004,16
N258PS,2004,16
N259PS,2004,16
N260JS,2004,16
N261PS,2004,16
N262PS,2010,10
N500AE,2001,19
N501AE,2010,10
N501BG,2001,19
N502AE,2001,19
N503AE,2002,18
N504AE,2010,10
N504TE,2010,10
N505AE,2002,18
N506AE,2002,18
N507AE,2002,18
N508AE,2002,18
N509AE,2003,17
N510AE,2003,17
N511AE,2003,17
N512AE,2010,10
N513AE,2003,17
N514AE,2003,17
N515AE,2003,17
N516AE,2003,17
N517AE,2003,17
N518AE,2003,17
N519AE,2003,17
N520DC,2004,16
N521AE,2004,16
N522AE,2004,16
N523AE,2004,16
N524AE,2004,16
N524EA,2020,0
N525AE,2010,10
N525EA,2010,10
N526EA,2010,10
N527EA,2010,10
N528EG,2010,10
N529EA,2010,10
N530EA,2010,10
N531EG,2010,10
N532EA,2010,10
N533AE,2010,10
N534AE,2010,10
N534EA,2010,10
N535EA,2010,10
N537EA,2010,10
N539EA,2010,10
N540EA,2010,10
N544AE,2010,10
N544EA,2011,9
N545PB,2011,9
N546FF,2011,9
N547NN,2014,6
N548NN,2014,6
N549NN,2010,10
N550NN,2014,6
N551NN,2014,6
N552NN,2014,6
N553NN,2014,6
N554NN,2014,6
N555NN,2014,6
N556NN,2014,6
N557NN,2014,6
N558NN,2014,6
N559NN,2014,6
N560NN,2014,6
N561NN,2014,6
N562NN,2014,6
N563NN,2015,5
N564NN,2015,5
N565NN,2015,5
N566NN,2015,5
N567NN,2015,5
N568NN,2015,5
N569NN,2015,5
N570NN,2015,5
N571NN,2015,5
N572NN,2015,5
N573NN,2010,10
N574NN,2015,5
N575NN,2015,5
N576NN,2015,5
N577NN,2015,5
N578NN,2015,5
N579NN,2015,5
N580NN,2015,5
N581NN,2015,5
N582NN,2015,5
N583NN,2016,4
N584NN,2016,4
N585NN,2016,4
N586NN,2016,4
N587NN,2016,4
N588NN,2016,4
N589NN,2016,4
N590NN,2016,4
N591NN,2016,4
N592NN,2016,4
N593NN,2016,4
N594NN,2016,4
N595NN,2016,4
N596NN,2016,4
N597NN,2016,4
N598NN,2016,4
N599NN,2016,4
N600NN,2016,4
N601EN,2019,1
N602NN,2019,1
N603NN,2019,1
N604AE,1998,22
N604NN,2019,1
N605NN,2019,1
N606NN,2019,1
N607NN,2019,1
N608NN,2019,1
N609NN,2019,1
N610NN,2010,10
N611NN,2019,1
N612NN,2019,1
N684JW,2004,16
N702PS,2004,16
N703PS,2004,16
N705PS,2004,16
N706PS,2004,16
N708PS,2004,16
N709PS,2004,16
N710PS,2004,16
N712PS,2004,16
N716PS,2004,16
N718PS,2004,16
N719PS,2004,16
N720PS,2004,16
N723PS,2004,16
N725PS,2005,15
N214AK,2019,1
N215AK,2019,1
N224AK,2016,4
N236AK,2016,4
N237AK,2016,4
N238AK,2016,4
N247AK,2016,4
N248AK,2016,4
N251AK,2011,9
N253AK,2016,4
N260AK,2016,4
N263AK,2016,4
N264AK,2016,4
N265AK,2016,4
N266AK,2016,4
N267AK,2017,3
N268AK,2017,3
N270AK,2017,3
N272AK,2017,3
N273AK,2017,3
N274AK,2017,3
N275AK,2017,3
N277AK,2017,3
N278AK,2017,3
N280AK,2017,3
N281AK,2017,3
N281VA,2015,5
N282AK,2017,3
N282VA,2015,5
N283AK,2017,3
N283VA,2015,5
N284AK,2017,3
N284VA,2015,5
N285AK,2018,2
N285VA,2015,5
N286VA,2016,4
N287AK,2018,2
N288AK,2018,2
N290AK,2018,2
N292AK,2018,2
N293AK,2018,2
N294AK,2018,2
N296AK,2018,2
N297AK,2019,1
N298AK,2019,1
N302AS,2003,17
N303AS,2001,19
N305AS,2001,19
N306AS,2001,19
N307AS,2001,19
N309AS,2001,19
N315AS,2002,18
N317AS,2003,17
N318AS,2003,17
N319AS,2003,17
N320AS,2003,17
N323AS,2004,16
N361VA,2013,7
N362VA,2016,4
N363VA,2016,4
N364VA,2016,4
N365VA,2016,4
N402AS,2012,8
N403AS,2012,8
N407AS,2012,8
N408AS,2012,8
N409AS,2013,7
N413AS,2013,7
N419AS,2013,7
N423AS,2013,7
N428AS,2016,4
N431AS,2013,7
N433AS,2013,7
N434AS,2016,4
N435AS,2013,7
N440AS,2013,7
N442AS,2013,7
N448AS,2016,4
N453AS,2014,6
N457AS,2014,6
N459AS,2014,6
N461AS,2014,6
N462AS,2014,6
N464AS,2014,6
N467AS,2014,6
N468AS,2014,6
N469AS,2014,6
N471AS,2014,6
N472AS,2015,5
N474AS,2015,5
N477AS,2015,5
N478AS,2015,5
N479AS,2015,5
N481AS,2015,5
N483AS,2015,5
N486AS,2015,5
N487AS,2015,5
N491AS,2015,5
N492AS,2015,5
N493AS,2016,4
N494AS,2016,4
N495AS,2016,4
N506AS,2008,12
N508AS,2008,12
N512AS,2008,12
N513AS,2008,12
N514AS,2008,12
N516AS,2008,12
N517AS,2008,12
N518AS,2009,11
N519AS,2009,11
N520AS,2009,11
N521VA,2006,14
N522VA,2006,14
N523AS,2009,11
N523VA,2007,13
N524AS,2009,11
N524VA,2007,13
N525AS,2009,11
N525VA,2007,13
N526AS,2009,11
N526VA,2008,12
N527AS,2011,9
N527VA,2008,12
N528AS,2009,11
N528VA,2008,12
N529AS,2010,10
N529VA,2008,12
N530AS,2010,10
N530VA,2008,12
N531AS,2010,10
N532AS,2010,10
N533AS,2011,9
N534AS,2011,9
N535AS,2011,9
N536AS,2012,8
N537AS,2011,9
N538AS,2012,8
N546AS,2005,15
N548AS,2005,15
N549AS,2005,15
N551AS,2006,14
N552AS,2006,14
N553AS,2006,14
N556AS,2006,14
N557AS,2006,14
N558AS,2006,14
N559AS,2006,14
N560AS,2006,14
N562AS,2006,14
N563AS,2006,14
N564AS,2006,14
N565AS,2006,14
N566AS,2007,13
N568AS,2007,13
N569AS,2007,13
N570AS,2007,13
N577AS,2007,13
N579AS,2007,13
N581AS,2007,13
N583AS,2007,13
N584AS,2007,13
N585AS,2007,13
N586AS,2007,13
N587AS,2007,13
N588AS,2007,13
N589AS,2007,13
N590AS,2008,12
N592AS,2008,12
N593AS,2008,12
N594AS,2008,12
N596AS,2008,12
N597AS,2008,12
N607AS,1999,21
N609AS,1999,21
N611AS,2011,9
N612AS,1999,21
N613AS,1999,21
N614AS,1999,21
N615AS,2000,20
N618AS,2000,20
N619AS,2000,20
N621VA,2011,9
N622AS,2000,20
N622VA,2011,9
N623VA,2011,9
N624VA,2011,9
N625VA,2011,9
N626VA,2006,14
N627VA,2006,14
N628VA,2007,13
N629VA,2011,9
N630VA,2007,13
N631VA,2011,9
N632VA,2007,13
N633VA,2007,13
N634VA,2011,9
N635VA,2008,12
N636VA,2008,12
N637VA,2008,12
N638VA,2008,12
N639VA,2007,13
N640VA,2007,13
N641VA,2008,12
N642VA,2008,12
N644AS,2003,17
N835VA,2010,10
N836VA,2010,10
N837VA,2011,9
N838VA,2011,9
N839VA,2011,9
N840VA,2011,9
N841VA,2011,9
N842VA,2011,9
N843VA,2011,9
N844VA,2011,9
N845VA,2011,9
N846VA,2011,9
N847VA,2011,9
N848VA,2011,9
N849VA,2012,8
N851VA,2012,8
N852VA,2012,8
N853VA,2012,8
N854VA,2012,8
N855VA,2012,8
N921VA,2017,3
N922VA,2017,3
N923VA,2017,3
N924VA,2018,2
N925VA,2017,3
N926VA,2018,2
N927VA,2018,2
N928VA,2018,2
N929VA,2019,1
N930VA,2019,1
N220NN,2015,5
N221NN,2015,5
N222NS,2015,5
N223NN,2015,5
N224NN,2016,4
N225NN,2016,4
N226NN,2016,4
N227NN,2016,4
N228NN,2016,4
N229NN,2016,4
N230NN,2016,4
N231AN,2016,4
N232NN,2016,4
N233NN,2016,4
N234JW,2016,4
N235NN,2016,4
N236NN,2016,4
N237NN,2016,4
N238NN,2016,4
N239NN,2016,4
N240NN,2016,4
N241NN,2016,4
N242NN,2016,4
N243NN,2016,4
N244NN,2016,4
N245NN,2016,4
N246NN,2016,4
N247NN,2016,4
N248NN,2017,3
N249NN,2008,12
N250NN,2017,3
N251NN,2017,3
N252NN,2017,3
N253NN,2017,3
N254NN,2017,3
N255NN,2017,3
N256NN,2017,3
N257NN,2017,3
N258NN,2017,3
N259NN,2017,3
N260NN,2017,3
N261NN,2017,3
N262NN,2017,3
N263NN,2017,3
N264NN,2018,2
N265NN,2018,2
N266NN,2018,2
N267NN,2018,2
N268NN,2018,2
N269NN,2019,1
N270NN,2019,1
N271NN,2019,1
N272NN,2019,1
N273NN,2019,1
N274NN,2019,1
N275NN,2019,1
N276NN,2019,1
N277NN,2019,1
N278NN,2019,1
N279MQ,2019,1
N280NN,2019,1
N281NN,2019,1
N282NN,2019,1
N283NN,2019,1
N284JN,2019,1
N285NN,2019,1
N286NN,2019,1
N287NN,2019,1
N288NN,2019,1
N504AE,2008,12
N528EG,2008,12
N536EA,2010,10
N538EG,2010,10
N541EA,2011,9
N542EA,2011,9
N543EA,2011,9
N607AE,2008,12
N638AE,1999,21
N642AE,1999,21
N643AE,1999,21
N644AE,1999,21
N645AE,2000,20
N646AE,2000,20
N647AE,2000,20
N648AE,2000,20
N649PP,2000,20
N650AE,2001,19
