tail_num,build,age
N651AE,2001,19
N652RS,2001,19
N653AE,2001,19
N654AE,2001,19
N655AE,2001,19
N656AE,2003,17
N657AE,2003,17
N658AE,2003,17
N661JA,2003,17
N662EH,2004,16
N663AR,2004,16
N664MS,2004,16
N667GB,2004,16
N668HH,2004,16
N670AE,2004,16
N671AE,2004,16
N673AE,2004,16
N674RJ,2004,16
N675AE,2004,16
N676AE,2004,16
N677AE,2004,16
N678AE,2004,16
N679AE,2004,16
N680AE,2004,16
N681AE,2004,16
N685AE,2004,16
N687JS,2004,16
N688AE,2004,16
N689EC,2004,16
N690AE,2004,16
N693AE,2004,16
N694AE,2004,16
N696AE,2004,16
N697AB,2004,16
N698CB,2004,16
N699AE,2005,15
N800AE,2001,19
N801AE,2008,12
N802AE,2008,12
N803AE,2001,19
N804AE,2001,19
N805AE,2001,19
N806AE,2001,19
N807AE,2001,19
N808AE,2001,19
N809AE,2001,19
N810AE,2001,19
N812AE,2001,19
N813AE,2001,19
N815AE,2002,18
N816AE,2002,18
N817AE,2002,18
N818AE,2002,18
N819AE,2002,18
N820AE,2002,18
N821AE,2002,18
N822AE,2002,18
N823AE,2002,18
N824AE,2002,18
N825AE,2002,18
N826AE,2002,18
N827AE,2002,18
N830AE,2002,18
N831AE,2002,18
N833AE,2002,18
N834AE,2002,18
N835AE,2002,18
N836AE,2002,18
N837AE,2002,18
N838AE,2002,18
N840AE,2002,18
N841AE,2002,18
N842AE,2002,18
N843AE,2003,17
N844AE,2003,17
N845AE,2003,17
N846AE,2003,17
N848AE,2003,17
N849AE,2003,17
N850AE,2003,17
N851AE,2008,12
N852AE,2003,17
N853AE,2003,17
N854AE,2003,17
N855AE,2003,17
N856AE,2003,17
N857AE,2003,17
N858AE,2003,17
N900AE,2004,16
N902BC,2005,15
N905JH,2005,15
N906AE,2005,15
N907AE,2005,15
N908AE,2005,15
N909AE,2005,15
N918AE,2005,15
N922AE,2005,15
N923AE,2005,15
N925AE,2005,15
N928AE,2005,15
N931AE,2005,15
N932AE,2005,15
N933JN,2005,15
N935AE,2005,15
N939AE,2005,15
N941LT,2005,15
N942LL,2005,15
N241LR,2006,14
N242LR,2006,14
N243LR,2006,14
N244LR,2009,11
N245LR,2009,11
N246LR,2009,11
N247LR,2010,10
N248LR,2011,9
N249LR,2011,9
N326MS,2007,13
N329MS,2007,13
N407SW,1994,26
N501MJ,2002,18
N502MJ,2010,10
N503MJ,2002,18
N504MJ,2002,18
N505MJ,2010,10
N506MJ,2002,18
N507MJ,2010,10
N508MJ,2003,17
N509MJ,2003,17
N510MJ,2003,17
N511MJ,2010,10
N512MJ,2010,10
N513MJ,2003,17
N514MJ,2003,17
N515MJ,2003,17
N516LR,2006,14
N518LR,2006,14
N519LR,2006,14
N521LR,2006,14
N522LR,2006,14
N80343,2016,4
N80348,2016,4
N82314,2010,10
N82333,2015,5
N82338,2016,4
N83329,2015,5
N84307,2014,6
N85320,2015,5
N85323,2015,5
N85340,2016,4
N85351,2017,3
N85352,2017,3
N85354,2017,3
N85355,2017,3
N85356,2017,3
N85358,2017,3
N86309,2014,6
N86311,2014,6
N86312,2014,6
N86316,2014,6
N86322,2015,5
N86324,2015,5
N86334,2016,4
N86336,2016,4
N86344,2016,4
N86347,2016,4
N86350,2017,3
N87302,2014,6
N87303,2014,6
N87306,2014,6
N87318,2014,6
N87319,2014,6
N87337,2016,4
N87339,2016,4
N87345,2016,4
N87353,2017,3
N87360,2017,3
N88301,2014,6
N88310,2014,6
N88325,2015,5
N88326,2015,5
N88327,2015,5
N88328,2015,5
N88330,2015,5
N88331,2015,5
N88332,2015,5
N88335,2016,4
N88341,2016,4
N88346,2016,4
N88359,2017,3
N89304,2014,6
N89308,2014,6
N89313,2014,6
N89315,2014,6
N89317,2014,6
N89321,2015,5
N89342,2016,4
N89349,2017,3
N89357,2017,3
N902FJ,2003,17
N903FJ,2003,17
N904FJ,2003,17
N905J,2003,17
N906FJ,2003,17
N907FJ,2003,17
N908FJ,2003,17
N909FJ,2003,17
N910FJ,2003,17
N911FJ,2003,17
N912FJ,2004,16
N913FJ,2004,16
N914FJ,2004,16
N915FJ,2010,10
N916FJ,2004,16
N917FJ,2004,16
N918FJ,2004,16
N919FJ,2004,16
N920FJ,2004,16
N921FJ,2004,16
N922FJ,2004,16
N923FJ,2004,16
N924FJ,2010,10
N925FJ,2004,16
N926LR,2004,16
N927LR,2005,15
N928LR,2005,15
N929LR,2005,15
N930LR,2005,15
N931LR,2005,15
N932LR,2005,15
N93305,2014,6
N933LR,2005,15
N934FJ,2005,15
N935LR,2005,15
N938LR,2005,15
N939LR,2005,15
N942LR,2005,15
N943LR,2006,14
N944LR,2006,14
N945LR,2006,14
N946LR,2006,14
N947LR,2010,10
N948LR,2007,13
N950LR,2007,13
N951LR,2007,13
N952LR,2015,5
N953LR,2015,5
N954LR,2015,5
N955LR,2015,5
N956LR,2005,15
N957LR,2015,5
N958LR,2015,5
N959LR,2015,5
N326EN,2000,20
N327EN,1991,29
N328EN,1991,29
N329EN,2000,20
N330EN,2000,20
N331EN,2000,20
N333EN,2000,20
N335EN,2000,20
N336EN,2000,20
N337EN,2000,20
N343EN,2000,20
N600BP,1998,22
N601DW,2000,20
N602AE,1998,22
N603KC,1998,22
N608LM,1998,22
N609DP,1998,22
N617AE,1998,22
N620AE,2000,20
N624AE,1999,21
N625AE,1999,21
N626AE,1999,21
N627AE,1999,21
N628AE,2000,20
N629AE,1999,21
N630AE,1999,21
N631AE,1999,21
N632AE,1999,21
N633AE,1999,21
N634AE,1999,21
N635AE,1999,21
N636AE,1999,21
N637AE,1999,21
N639AE,1999,21
N640AE,1999,21
N641AE,1999,21
N647TE,2000,20
N649AE,2008,12
N659AE,2003,17
N660BC,2017,3
N665BC,2004,16
N669MB,2004,16
N672AE,2004,16
N682AE,2004,16
N683AE,2004,16
N686AE,2004,16
N691AE,2004,16
N692AE,2004,16
N695AE,2004,16
N837EX,2000,20
N839EX,1990,30
N907BP,2000,20
N365PX,1597,423
N462PA,1997,23
N680PA,0001,2019
N681PA,1995,25
N682PA,1995,25
N686PA,1597,423
N687PA,1995,25
N400QX,2000,20
N401QX,2001,19
N402QX,2001,19
N403QX,2001,19
N404QX,2001,19
N405QX,2001,19
N406QX,2001,19
N407QX,2013,7
N408QX,2013,7
N409QX,2013,7
N410QX,2013,7
N411QX,2013,7
N412QX,2013,7
N413QX,2013,7
N414QX,2013,7
N415QX,2013,7
N416QX,2013,7
N417QX,2013,7
N420QX,2013,7
N421QX,2007,13
N422QX,2007,13
N423QX,2007,13
N426QX,2007,13
N427QX,2007,13
N428QX,2013,7
N429QX,2007,13
N430QX,2007,13
N431QX,2013,7
N432QX,2013,7
N433QX,2013,7
N434MK,2008,12
N435QX,2009,11
N436QX,2009,11
N437QX,2009,11
N438QX,2009,11
N439QX,2009,11
N440QX,2011,9
N441QX,2011,9
N442QX,2011,9
N443QX,2011,9
N444QX,2011,9
N445QX,2011,9
N446QX,2011,9
N447QX,2011,9
N448QX,2012,8
N449QX,2013,7
N450QX,2013,7
N451QX,2013,7
N452QX,2013,7
N453QX,2015,5
N620QX,2017,3
N622QX,2017,3
N623QX,2017,3
N624QX,2017,3
N625QX,2017,3
N626QX,2017,3
N627QX,2017,3
N628QX,2017,3
N629QX,2017,3
N630QX,2017,3
N631QX,2018,2
N632qx,2013,7
N632QX,2018,2
N633QX,2018,2
N634QX,2018,2
N635QX,2018,2
N636QX,2018,2
N637QX,2018,2
N638QX,2018,2
N639QX,2018,2
N641QX,2018,2
N642qx,2013,7
N642QX,2018,2
N643QX,2018,2
N644QX,2018,2
N645QX,2018,2
N646QX,2018,2
N647QX,2018,2
N648QX,2019,1
N649QX,2019,1
N650QX,2019,1
N651QX,2019,1
N405AW,1999,21
N408AW,2001,19
N409AW,2000,20
N410AW,2001,19
N411ZW,2001,19
N412AW,2001,19
N413AW,2001,19
N414ZW,2001,19
N415AW,2001,19
N416AW,2002,18
N417AW,2002,18
N418AW,2002,18
N419AW,2002,18
N420AW,2002,18
N421ZW,1999,21
N423AW,2002,18
N424AW,2002,18
N425AW,2002,18
N426AW,2002,18
N427ZW,2002,18
N428AW,2002,18
N429AW,2002,18
N430AW,2002,18
N431AW,1998,22
N432AW,1998,22
N433AW,1999,21
N434AW,1999,21
N435AW,2002,18
N436AW,2002,18
N437AW,2002,18
N438AW,2003,17
N439AW,2003,17
N440AW,2003,17
N441ZW,2003,17
N442AW,2003,17
N443AW,2003,17
N444ZW,2003,17
N445AW,2003,17
N446AW,2003,17
N447AW,2003,17
N448AW,2003,17
N449AW,2003,17
N450AW,2003,17
N451AW,2003,17
N452AW,2003,17
N453AW,2003,17
N454AW,2003,17
N455AW,2003,17
N456ZW,2003,17
N457AW,2003,17
N458AW,2003,17
N459AW,2003,17
N460AW,2003,17
N461AW,2003,17
N462AW,2003,17
N463AW,2003,17
N464AW,2002,18
N465AW,2004,16
N466AW,2002,18
N467AW,2002,18
N468AW,2002,18
N469AW,2004,16
N470ZW,2004,16
N471ZW,2000,20
N801HC,2004,16
N804HC,2004,16
N805H,2004,16
N805HC,2004,16
N806HC,2004,16
